date,total_count,proportion,ci_lower,ci_upper
2020-12-13,1944,0.00051440329218107,8.906711370296524e-05,0.002852557233374868
2020-12-14,3947,0,0,0
2020-12-15,4151,0.000481811611659841,0.00012770676484944975,0.0016964125513868125
2020-12-16,3581,0.00027925160569673273,4.770970515904364e-05,0.0015294635735254446
2020-12-17,3234,0.00030921459492888067,5.280482759309115e-05,0.0016926019463635851
2020-12-18,3288,0,0,0
2020-12-19,2591,0.00038595137012736397,6.69428462521326e-05,0.002145079260639852
2020-12-20,1996,0,0,0
2020-12-21,3225,0,0,0
2020-12-22,2814,0,0,0
2020-12-23,2348,0.00042589437819420784,7.222951669726003e-05,0.0023141994090959774
2020-12-24,2132,0,0,0
2020-12-25,1086,0,0,0
2020-12-26,3111,0,0,0
2020-12-27,2659,0,0,0
2020-12-28,3251,0.0012303906490310674,0.0004604356160815508,0.0030400534402195184
2020-12-29,4040,0.00024752475247524753,4.304446053478373e-05,0.0013800555197421654
2020-12-30,3126,0.0006397952655150352,0.00017173272097976717,0.002280421256878298
2020-12-31,2760,0,0,0
2021-01-01,1915,0,0,0
2021-01-02,3707,0.0002697599136768276,4.663825011880154e-05,0.0014951522538705969
2021-01-03,3062,0,0,0
2021-01-04,5368,0.00037257824143070045,9.998029390387334e-05,0.0013284033592783969
2021-01-05,4821,0.00041485169052063887,0.00011166440204083588,0.0014835049785185375
2021-01-06,3285,0,0,0
2021-01-07,3533,0,0,0
2021-01-08,4308,0,0,0
2021-01-09,4046,0.0004943153732081067,0.00013284140452726504,0.0017645456136444451
2021-01-10,2821,0,0,0
2021-01-11,5205,0.001536983669548511,0.000763177762373542,0.0029686618320202422
2021-01-12,5370,0.00018621973929236498,3.2253608506433024e-05,0.0010343465283315578
2021-01-13,4259,0.00046959380136182204,0.00012488608236335146,0.0016589816529981778
2021-01-14,4612,0.0004336513443191674,0.00011667668768984648,0.0015500319215861807
2021-01-15,5029,0,0,0
2021-01-16,3721,0,0,0
2021-01-17,3305,0.001210287443267776,0.0004566508233153172,0.0030151023064694253
2021-01-18,5549,0.0005406379527842854,0.00017701964096224828,0.0015292685483666681
2021-01-19,5683,0.0005278901988386416,0.00017522588169584106,0.0015137851942187673
2021-01-20,5017,0.001195933824995017,0.0005344660593220158,0.0025416673891320105
2021-01-21,4782,0.0004182350480970305,0.00011198359382410534,0.001487741701256829
2021-01-22,4747,0.0008426374552348852,0.0003229640475731175,0.0021333705476145773
2021-01-23,3253,0,0,0
2021-01-24,2841,0.0010559662090813093,0.0003540701561296517,0.0030562348308107263
2021-01-25,7507,0.001465299054216065,0.0008023729969835118,0.002570833414176327
2021-01-26,6008,0.00033288948069241014,8.959304918524883e-05,0.0011904922863546056
2021-01-27,5779,0.0005191209551825575,0.00017229632505431564,0.0014884973080390835
2021-01-28,5773,0.00017322016282695306,3.0061942874685438e-05,0.0009641105344773248
2021-01-29,6433,0.000310896937665164,8.34962311352419e-05,0.001109534192722835
2021-01-30,4244,0.000471253534401508,0.0001274989516735329,0.0016936548966240913
2021-01-31,3460,0.001445086705202312,0.0006066997722639515,0.0033201717217629
2021-02-01,5863,0.0006822445846836091,0.00025688120437059703,0.0016972292793093725
2021-02-02,5296,0.0005664652567975831,0.00018305422371544917,0.0015813558663810498
2021-02-03,4286,0.0013999066728884741,0.0006162773810952372,0.002930210589286341
2021-02-04,4572,0.0004374453193350831,0.0001174512528545715,0.0015603120671518233
2021-02-05,4402,0.0006815084052703317,0.00022504749578937058,0.0019437368883989182
2021-02-06,3490,0,0,0
2021-02-07,3124,0.0006402048655569782,0.00017018734965870314,0.002259928835777855
2021-02-08,6998,0.0008573878250928837,0.0003763274142041101,0.0017902403079412931
2021-02-09,7059,0.00042498937526561835,0.00014124075739334078,0.001220382884165157
2021-02-10,7060,0.0005665722379603399,0.00021386350334729335,0.0014132123044031805
2021-02-11,6456,0.0006195786864931846,0.00023239554980569537,0.0015355769863020557
2021-02-12,5849,0.0005129081894340913,0.000164915973535314,0.001424787113036954
2021-02-13,4405,0.000681044267877412,0.00022499786570402843,0.0019433086907530198
2021-02-14,4250,0.0007058823529411765,0.0002348918722734213,0.002028668051344771
2021-02-15,7742,0.0012916559028674762,0.0006725685517393834,0.0022774521465133515
2021-02-16,7443,0.0012091898428053204,0.0006150551543732175,0.0022201017886251955
2021-02-17,5745,0.0017406440382941688,0.0009040567760574477,0.0030603974922425357
2021-02-18,5215,0.0005752636625119846,0.00018742587065242303,0.0016190877401691544
2021-02-19,5636,0.00035486160397445,9.279134602241932e-05,0.0012329584424419073
2021-02-20,4597,0,0,0
2021-02-21,4904,0.0004078303425774878,0.00010906636132704955,0.0014490196312859508
2021-02-22,8303,0.002047452727929664,0.0012422401935960454,0.0031832423226512436
2021-02-23,6441,0.0012420431609998447,0.0006083357582910399,0.002366933589836827
